Avibase.ID,Species1_BirdLife,Species2_eBird,eBird.species.group,Species3_BirdTree,Data.type,Source,Specimen.number,Sex,Age,Locality,Country_WRI,Country,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Measurer,Protocol,Publication
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.2,16.8,2.4,1.6,7.2,83,52,31,62.7,47,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,21.4,17.3,2.4,1.6,7.5,85,55,30,64.7,54,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,23.5,17.1,2.7,2.1,7.6,79,48,31,60.8,51.5,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,21.7,15.8,2.6,1.8,8,82,53,29,64.6,50.5,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.5,16,2.8,1.9,6.8,79,48,31,60.8,52,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.4,15.9,3,2.1,7,80,50,30,62.5,52,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.5,15.7,2.3,1.6,7.4,81,53.3,27.7,65.8,41,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,21.7,15.3,2.5,1.7,7.1,81,51.4,29.6,63.5,50,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.7,16.9,2.5,1.6,7.4,72,46.5,25.5,64.6,45,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.2,16.7,2.6,1.7,7.2,83,54,29,65.1,50,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,23,16.8,2.5,1.8,7.5,81,46,35,56.8,51,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.6,15.5,2.2,1.6,7.4,80,50,30,62.5,51,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.4,17,2.3,1.7,7.1,84,55,29,65.5,44,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.3,17.3,2.5,1.6,7.7,85,57,28,67.1,50,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,21,16,3,2,7,83,47,36,56.6,50,BD,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,1,NHMUK,1902.3.13.290,M,0,,Peru,,16.5,9,5.3,6.4,25.1,93,15.4,77.6,16.6,87,HM,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,1,NHMUK,1902.3.13.291,M,0,,Peru,,18.2,9,5.3,6.7,23.1,89,15.3,73.7,17.2,69,HM,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,1,NHMUK,1902.3.13.293,M,0,,Peru,,16.8,8.1,5,7,23.1,88,14.7,73.3,16.7,70,HM,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,1,NHMUK,1902.3.13.294,F,0,,Peru,,16.9,8.5,5.9,6.4,21.9,86,15.5,70.5,18,66,HM,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.2,8.7,5.7,6.1,25.4,87,17,70,19.5,78,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.3,8,5.9,6.4,25.3,88,18,70,20.5,73,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,13,8,6.4,7,25.2,87,18,69,20.7,75,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,12.2,7.4,6,6.1,24.3,83,15.5,67.5,18.7,76,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.8,7.8,6,6,25.1,85,16,69,18.8,74.5,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,12.1,7.9,5.7,6.1,26.2,85,17,68,20,72,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,13.3,7.5,5.4,6.2,24.9,93,15,78,16.1,80,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.6,7.9,6.3,6.5,25.8,88,19,69,21.6,74,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.1,7.8,5.7,6.6,25.5,89,19,70,21.3,76,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.6,8,5.2,6.1,24,84,17,67,20.2,69,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.1,8.3,5.9,6.3,26.9,84,15,69,17.9,70,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.5,8.2,5.3,5.7,25.4,90,18,72,20,82,CT,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.3,7.6,5.3,6.3,25.1,88,14,74,15.9,79,CT,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.2,9.3,5.7,6.4,24.2,89,16.5,72.5,18.5,76,RBL,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,NA,7.7,5.7,6.2,24.5,90,15,75,16.7,NA,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,1,,Peru,,14.7,7.4,NA,NA,24.1,78,13,65,16.7,72,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.4,7.9,5.3,6.3,25.7,93,15.5,77.5,16.7,83,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.6,7.5,5.3,6,24.7,83,13,70,15.7,75,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.6,8,5.2,6.1,26,90,16,74,17.8,74,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.2,8.6,5.3,6.3,25.6,88,15,73,17,75,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,13.6,8,4.9,6.2,24.7,90,16,74,17.8,77,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.9,7.8,5.2,5.8,24,88,13.3,74.7,15.1,74,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,12.9,9,5.8,6.3,25.3,86,17,69,19.8,72,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,13.7,8.4,5.2,6.1,25.7,91,14,77,15.4,78,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.4,7.9,4.8,6.3,24.6,82,14.5,67.5,17.7,73,BD,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.2,7.5,5.7,6.4,25.7,89,18,71,20.2,73.5,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,12,7.8,5.4,6,26.1,86,13.8,72.2,16,65.7,BD,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,16.5,7.5,6.4,6.8,25,93,18,75,19.4,82,BD,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.6,9.4,4.3,5.5,26.1,68,NA,NA,NA,74,BD,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,14.4,8.6,4.8,6,27.9,72,10,62,13.9,78.5,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,M,0,,Peru,,15,9.2,5.5,5.7,27.1,80,13,67,16.3,83,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,F,0,,Peru,,16.6,9.4,5.4,6.1,27.6,70,8,62,11.4,77,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.3,9.6,6.2,5.3,NA,68,5,63,7.4,79,BD,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.8,8.5,4.8,5.6,NA,75,6,69,8,84,BD,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.4,9,4.9,5.5,NA,72,6,66,8.3,78,BD,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.4,8.5,4.8,5.6,NA,70,8,62,11.4,76,BD,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.2,8.6,4.8,5.6,NA,67,6,61,9,74,BD,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.7,9,4.8,5.6,27.2,71,8,63,11.3,78,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16,9.1,4.7,5.6,27.2,74,8,66,10.8,84,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,F,0,,Peru,,16.6,8.8,5,6,25.2,73,5.5,67.5,7.5,75,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,M,0,,Peru,,14,8.5,4.5,5.7,26.7,72,6,66,8.3,80,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.7,8.6,5.2,6.5,26.5,71,5,66,7,72,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.8,8.6,4.2,5.7,27.1,70,8,62,11.4,75,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,NA,NA,NA,NA,NA,71,7,64,9.9,NA,RBL,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,13.7,9,5.1,6,27.1,68,6,62,8.8,70,RBL,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.2,8.2,5.6,6.4,27.1,69.5,8,61.5,11.5,74,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.9,9.1,5.4,6.4,26.4,73,8,65,11,75,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.5,8.7,5.6,6.4,28,75,13,62,17.3,80,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,17.7,7.9,5,6.4,26.4,70.5,9.5,61,13.5,73,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.8,9,4.8,5.9,26.6,66,6,60,9.1,75,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,12.2,8.7,4.6,6.2,25.4,66,5,61,7.6,NA,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,17.2,8.7,4.8,6.1,27.6,69,9,60,13,NA,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,19.2,8.8,5.8,4.2,27.8,60,8,52,13.3,74,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,17.6,9,4.8,6.1,26.4,65.5,9,56.5,13.7,68,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,14.2,8.6,4.8,6.1,25.8,63,10,53,15.9,67,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.1,8.3,5.2,6.1,26.5,71,9,62,12.7,74,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,18.4,8.9,4.9,4.8,27.8,74,11.5,62.5,15.5,75,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.3,9.1,5.5,6.2,26.1,69,11,58,15.9,73,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,17.5,9.4,4.8,6.2,27.1,65,10.5,54.5,16.2,70,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.5,8.7,5,6,26.8,74,8.5,65.5,11.5,78,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.9,8.9,5.1,6,28.4,70,12,58,17.1,71,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,17.6,9.6,5,5.8,26.7,72,11,61,15.3,79,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.7,9.1,5.4,5.9,28,72.5,10.5,62,14.5,81,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,17,9,5.5,6.2,27.2,68,8,60,11.8,70,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,17.2,9,5.2,6.4,28,66,8.5,57.5,12.9,72.5,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.9,9.5,4.8,6.2,27,68,11,57,16.2,73.5,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16,8.8,5.1,6,27.1,73.5,10,63.5,13.6,75,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.8,9.4,5.1,6.1,27.2,70,11,59,15.7,77,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,17.6,8.6,5.3,6.3,25.2,70,10,60,14.3,77,CT,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,14.9,8.7,5,6,26.5,70,9,61,12.9,76,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.4,9.1,4.9,6.2,26.7,70,9.5,60.5,13.6,78,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,16.4,9,5.7,NA,NA,NA,NA,NA,NA,NA,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.7,8.7,4.9,6.2,27.9,72,11,61,15.3,77,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,14.5,8.4,5,6.2,27.6,70,11,59,15.7,72,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,15.5,8.8,5.6,6.6,26,65,9.5,55.5,14.6,72,ML,1,NA
AVIBASE-C9C868E0,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,Atlapetes rufinucha,2,Field1,NA,U,0,,Peru,,NA,NA,NA,NA,NA,73,9,64,12.3,80,ML,1,NA
