Avibase.ID,Species1_BirdLife,Species2_eBird,eBird.species.group,Species3_BirdTree,Data.type,Source,Specimen.number,Sex,Age,Locality,Country_WRI,Country,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Measurer,Protocol,Publication
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.2,16.8,2.4,1.6,7.2,83,52,31,62.7,47,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,21.4,17.3,2.4,1.6,7.5,85,55,30,64.7,54,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,23.5,17.1,2.7,2.1,7.6,79,48,31,60.8,51.5,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,21.7,15.8,2.6,1.8,8,82,53,29,64.6,50.5,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.5,16,2.8,1.9,6.8,79,48,31,60.8,52,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.4,15.9,3,2.1,7,80,50,30,62.5,52,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.5,15.7,2.3,1.6,7.4,81,53.3,27.7,65.8,41,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,21.7,15.3,2.5,1.7,7.1,81,51.4,29.6,63.5,50,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.7,16.9,2.5,1.6,7.4,72,46.5,25.5,64.6,45,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.2,16.7,2.6,1.7,7.2,83,54,29,65.1,50,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,23,16.8,2.5,1.8,7.5,81,46,35,56.8,51,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.6,15.5,2.2,1.6,7.4,80,50,30,62.5,51,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.4,17,2.3,1.7,7.1,84,55,29,65.5,44,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,22.3,17.3,2.5,1.6,7.7,85,57,28,67.1,50,BD,1,NA
AVIBASE-58759895,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,Aglaeactis cupripennis,2,Field1,NA,U,0,,Peru,,21,16,3,2,7,83,47,36,56.6,50,BD,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda japonica,1,MCZ,35948,M,0,,Japan,,12.4,8.8,4.2,4.4,23.4,96.5,22.5,74,23.3,64,CS,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda japonica,1,MCZ,277369,F,0,,Japan,,11.8,8.4,4.1,4.5,21.8,96,25.6,70.4,26.7,61.5,CS,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda japonica,1,MCZ,277370,M,0,,Japan,,13.8,9.2,4,4.4,21.3,103,26.5,76.5,25.7,65.5,CS,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda japonica,1,MCZ,277371,F,0,,Japan,,13.5,8.9,4,4.5,22.1,97,27.6,69.4,28.5,65,CS,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1915.4.1.21,M,0,,United Kingdom,,14.7,8.9,4.1,4.8,24.4,107,41,66,38.3,67,PW,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1934.1.1.503,M,0,,United Kingdom,,15.6,9.3,4.5,4.6,25.5,109,39.9,69.1,36.6,64,PW,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1934.1.1.7613,M,0,,United Kingdom,,14.2,9.4,4.5,5.2,25.6,110,40.3,69.7,36.6,71,PW,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1934-1.1-7621,F,0,,Ireland,,NA,NA,NA,NA,NA,105,35.7,69.3,34,NA,MS,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1946.21.48,F,0,,United Kingdom,,14.2,8.7,4.9,5,24.9,115,40.3,74.7,35,75,CV,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1947.4.712,M,0,,United Kingdom,,13.3,8,4.1,4.5,24.7,101,33.3,67.7,33,64,PW,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1965.M.7820,F,0,,Ireland,,13.2,8.6,4.8,4.6,22.7,100,36.3,63.7,36.3,68,CV,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1965.M.7821,M,0,,Ireland,,NA,NA,NA,NA,NA,110,37.1,72.9,33.7,NA,MS,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1965.M.7896,M,0,,France,,14,8.3,4.6,4.1,23.4,97,33.5,63.5,34.5,58,PW,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1965.M.7897,M,0,,France,,16.3,9.3,4.6,4.9,25.2,108,40.8,67.3,37.8,67,PW,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1965.M.7923,M,0,,United Kingdom,,13.6,9,4.4,4.7,21.2,117,41.8,75.2,35.7,67,CV,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1965.M.7924,M,0,,United Kingdom,,13.1,8.5,4.4,4.5,20.5,113,41.9,71.1,37.1,71,CV,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1965-M-7818,M,0,,Ireland,,NA,NA,NA,NA,NA,118,40.8,77.2,34.6,NA,MS,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,1965-M-7819,F,0,,Ireland,,NA,NA,NA,NA,NA,111,37.7,73.3,34,NA,MS,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,97.11.10.1788,M,0,,France,,14.1,8.9,5,5.6,23.7,105,43,62,41,69,PW,1,NA
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis,Alauda arvensis,1,NHMUK,97.11.10.1789,M,0,,France,,14.2,8,4,4.4,22.5,99,35.2,63.8,35.6,64,PW,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,1,NHMUK,1902.3.13.290,M,0,,Peru,,16.5,9,5.3,6.4,25.1,93,15.4,77.6,16.6,87,HM,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,1,NHMUK,1902.3.13.291,M,0,,Peru,,18.2,9,5.3,6.7,23.1,89,15.3,73.7,17.2,69,HM,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,1,NHMUK,1902.3.13.293,M,0,,Peru,,16.8,8.1,5,7,23.1,88,14.7,73.3,16.7,70,HM,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,1,NHMUK,1902.3.13.294,F,0,,Peru,,16.9,8.5,5.9,6.4,21.9,86,15.5,70.5,18,66,HM,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.2,8.7,5.7,6.1,25.4,87,17,70,19.5,78,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.3,8,5.9,6.4,25.3,88,18,70,20.5,73,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,13,8,6.4,7,25.2,87,18,69,20.7,75,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,12.2,7.4,6,6.1,24.3,83,15.5,67.5,18.7,76,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.8,7.8,6,6,25.1,85,16,69,18.8,74.5,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,12.1,7.9,5.7,6.1,26.2,85,17,68,20,72,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,13.3,7.5,5.4,6.2,24.9,93,15,78,16.1,80,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.6,7.9,6.3,6.5,25.8,88,19,69,21.6,74,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.1,7.8,5.7,6.6,25.5,89,19,70,21.3,76,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.6,8,5.2,6.1,24,84,17,67,20.2,69,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.1,8.3,5.9,6.3,26.9,84,15,69,17.9,70,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.5,8.2,5.3,5.7,25.4,90,18,72,20,82,CT,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.3,7.6,5.3,6.3,25.1,88,14,74,15.9,79,CT,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.2,9.3,5.7,6.4,24.2,89,16.5,72.5,18.5,76,RBL,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,NA,7.7,5.7,6.2,24.5,90,15,75,16.7,NA,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,1,,Peru,,14.7,7.4,NA,NA,24.1,78,13,65,16.7,72,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.4,7.9,5.3,6.3,25.7,93,15.5,77.5,16.7,83,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.6,7.5,5.3,6,24.7,83,13,70,15.7,75,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.6,8,5.2,6.1,26,90,16,74,17.8,74,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.2,8.6,5.3,6.3,25.6,88,15,73,17,75,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,13.6,8,4.9,6.2,24.7,90,16,74,17.8,77,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.9,7.8,5.2,5.8,24,88,13.3,74.7,15.1,74,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,12.9,9,5.8,6.3,25.3,86,17,69,19.8,72,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,13.7,8.4,5.2,6.1,25.7,91,14,77,15.4,78,GAJ,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,15.4,7.9,4.8,6.3,24.6,82,14.5,67.5,17.7,73,BD,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,14.2,7.5,5.7,6.4,25.7,89,18,71,20.2,73.5,ML,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,12,7.8,5.4,6,26.1,86,13.8,72.2,16,65.7,BD,1,NA
AVIBASE-87EA6535,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris igniventris,Anisognathus igniventris,2,Field1,NA,U,0,,Peru,,16.5,7.5,6.4,6.8,25,93,18,75,19.4,82,BD,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,1,NHMUK,1888.7.1.524,F,0,,Malaysia,,40.2,33.6,3.5,3.5,15.9,60,8.6,51.4,14.3,43,HM,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,1,NHMUK,1912.12.28.104,M,0,,Indonesia,,45.1,38.8,4.2,3.7,18.5,66,10.2,55.8,15.5,44,HM,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,1,NHMUK,1935.10.22.575,M,0,,Malaysia,,40.7,36.5,4.1,4.1,17.4,69,13.2,55.8,19.1,42,HM,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,1,NHMUK,1956.60.520,F,0,,Malaysia,,41.2,34.1,4,4.1,16.4,63,9.1,53.9,14.4,41,HM,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,NA,34,4.4,3.4,19.6,65,8.8,56.2,13.5,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,NA,34.5,4.1,3.8,17.6,70,10.9,59.1,15.6,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,43.1,37.4,4.7,3.9,17.5,66,6.5,59.5,9.8,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,43.6,34,4,4.5,17.6,71,8.9,62.1,12.5,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,43.3,35.3,4.1,3.5,17.7,70,10.1,59.9,14.4,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,43.3,35.6,4.2,4,18.6,71,11.2,59.8,15.8,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,39.6,33.5,4.1,3.6,16.5,62,8,54,12.9,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,39.4,33.2,4.2,4.1,17.3,62,6,56,9.7,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,43.5,34.4,4,3.8,17.8,69,10,59,14.5,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,38,32.2,4,3.3,17.9,62,7.5,54.5,12.1,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,37.8,30.4,3.8,3.3,16.4,65,8.2,56.8,12.6,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,39.9,32.4,3.7,3.4,17.5,63,10.7,52.3,17,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,NA,33,4.2,3.9,17,71,11.1,59.9,15.6,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,NA,30.5,3.2,4.2,17.1,67,9.1,57.9,13.6,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,NA,31.7,3.3,3.8,17,65,7.3,57.7,11.2,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,44.6,34.6,4,4,17.9,71,10.8,60.2,15.2,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,42.6,35.4,3.8,4,18.7,70,10.1,59.9,14.4,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,44.2,33,3.9,3.7,18.2,67,10.9,56.1,16.3,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,44.4,36.8,4,3.9,17.8,71,12,59,16.9,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,43.2,34.7,4,4,17.9,72,10.2,61.8,14.2,NA,JAT,1,NA
AVIBASE-B4EF3CAD,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,Arachnothera longirostra,2,Field1,NA,U,0,,Malaysia,,NA,38.7,4,4,17.8,71,8.5,62.5,12,NA,JAT,1,NA
AVIBASE-6FC57210,Arizelocichla masukuensis,Arizelocichla masukuensis,Arizelocichla masukuensis,Andropadus masukuensis,1,DNSM,28567,U,0,,Uganda,,11.2,7.8,4.4,4.8,21.9,79,10.7,68.3,13.5,73,MM,1,NA
AVIBASE-6FC57210,Arizelocichla masukuensis,Arizelocichla masukuensis,Arizelocichla masukuensis,Andropadus masukuensis,1,DNSM,28568,U,0,,Uganda,,10.3,7.4,4.4,4.3,22.8,75,14.4,60.6,19.2,74,MM,1,NA
